Port Name,State,Port Code,Border,Date,Measure,Value
San Ysidro,California,2504,US-Mexico Border,Feb 2013,Rail Containers Loaded,0
San Ysidro,California,2504,US-Mexico Border,Feb 2013,Buses,4991
San Ysidro,California,2504,US-Mexico Border,Feb 2013,Train Passengers,0
San Ysidro,California,2504,US-Mexico Border,Feb 2013,Truck Containers Loaded,0
San Ysidro,California,2504,US-Mexico Border,Feb 2013,Bus Passengers,39262
San Ysidro,California,2504,US-Mexico Border,Feb 2013,Trucks,0
San Ysidro,California,2504,US-Mexico Border,Feb 2013,Pedestrians,579033
San Ysidro,California,2504,US-Mexico Border,Feb 2013,Truck Containers Empty,0
San Ysidro,California,2504,US-Mexico Border,Jan 2013,Personal Vehicle Passengers,1631776
San Ysidro,California,2504,US-Mexico Border,Jan 2013,Pedestrians,629229
San Ysidro,California,2504,US-Mexico Border,Jan 2013,Truck Containers Empty,0
San Ysidro,California,2504,US-Mexico Border,Jan 2013,Truck Containers Loaded,0
San Ysidro,California,2504,US-Mexico Border,Jan 2013,Personal Vehicles,940749
San Ysidro,California,2504,US-Mexico Border,Jan 2013,Rail Containers Empty,0
San Ysidro,California,2504,US-Mexico Border,Jan 2013,Trucks,0
San Ysidro,California,2504,US-Mexico Border,Jan 2013,Rail Containers Loaded,0
San Ysidro,California,2504,US-Mexico Border,Jan 2013,Trains,0
San Ysidro,California,2504,US-Mexico Border,Jan 2013,Bus Passengers,50055
San Ysidro,California,2504,US-Mexico Border,Jan 2013,Train Passengers,0
San Ysidro,California,2504,US-Mexico Border,Jan 2013,Buses,5637
San Ysidro,California,2504,US-Mexico Border,Dec 2012,Bus Passengers,58649
San Ysidro,California,2504,US-Mexico Border,Dec 2012,Personal Vehicle Passengers,1703619
San Ysidro,California,2504,US-Mexico Border,Dec 2012,Truck Containers Empty,0
San Ysidro,California,2504,US-Mexico Border,Dec 2012,Pedestrians,673333
San Ysidro,California,2504,US-Mexico Border,Dec 2012,Buses,6079
San Ysidro,California,2504,US-Mexico Border,Dec 2012,Trains,0
San Ysidro,California,2504,US-Mexico Border,Dec 2012,Trucks,0
San Ysidro,California,2504,US-Mexico Border,Dec 2012,Rail Containers Loaded,0
San Ysidro,California,2504,US-Mexico Border,Dec 2012,Train Passengers,0
San Ysidro,California,2504,US-Mexico Border,Dec 2012,Truck Containers Loaded,0
San Ysidro,California,2504,US-Mexico Border,Dec 2012,Rail Containers Empty,0
San Ysidro,California,2504,US-Mexico Border,Dec 2012,Personal Vehicles,928925
San Ysidro,California,2504,US-Mexico Border,Nov 2012,Trucks,0
San Ysidro,California,2504,US-Mexico Border,Nov 2012,Truck Containers Loaded,0
San Ysidro,California,2504,US-Mexico Border,Nov 2012,Bus Passengers,49928
San Ysidro,California,2504,US-Mexico Border,Nov 2012,Rail Containers Empty,0
San Ysidro,California,2504,US-Mexico Border,Nov 2012,Pedestrians,670040
San Ysidro,California,2504,US-Mexico Border,Nov 2012,Truck Containers Empty,0
San Ysidro,California,2504,US-Mexico Border,Nov 2012,Rail Containers Loaded,0
San Ysidro,California,2504,US-Mexico Border,Nov 2012,Trains,0
San Ysidro,California,2504,US-Mexico Border,Nov 2012,Buses,5959
San Ysidro,California,2504,US-Mexico Border,Nov 2012,Personal Vehicles,936709
San Ysidro,California,2504,US-Mexico Border,Nov 2012,Personal Vehicle Passengers,1637658
San Ysidro,California,2504,US-Mexico Border,Nov 2012,Train Passengers,0
San Ysidro,California,2504,US-Mexico Border,Oct 2012,Trains,0
San Ysidro,California,2504,US-Mexico Border,Oct 2012,Rail Containers Empty,0
San Ysidro,California,2504,US-Mexico Border,Oct 2012,Trucks,0
San Ysidro,California,2504,US-Mexico Border,Oct 2012,Buses,5832
San Ysidro,California,2504,US-Mexico Border,Oct 2012,Bus Passengers,48477
San Ysidro,California,2504,US-Mexico Border,Oct 2012,Train Passengers,0
San Ysidro,California,2504,US-Mexico Border,Oct 2012,Truck Containers Loaded,0
San Ysidro,California,2504,US-Mexico Border,Oct 2012,Pedestrians,660569
San Ysidro,California,2504,US-Mexico Border,Oct 2012,Truck Containers Empty,0
San Ysidro,California,2504,US-Mexico Border,Oct 2012,Personal Vehicles,976455
San Ysidro,California,2504,US-Mexico Border,Oct 2012,Personal Vehicle Passengers,1658141
San Ysidro,California,2504,US-Mexico Border,Oct 2012,Rail Containers Loaded,0
San Ysidro,California,2504,US-Mexico Border,Sep 2012,Rail Containers Empty,0
San Ysidro,California,2504,US-Mexico Border,Sep 2012,Personal Vehicles,937289
San Ysidro,California,2504,US-Mexico Border,Sep 2012,Rail Containers Loaded,0
San Ysidro,California,2504,US-Mexico Border,Sep 2012,Truck Containers Empty,0
San Ysidro,California,2504,US-Mexico Border,Sep 2012,Pedestrians,651408
San Ysidro,California,2504,US-Mexico Border,Sep 2012,Personal Vehicle Passengers,1628489
San Ysidro,California,2504,US-Mexico Border,Sep 2012,Bus Passengers,48776
San Ysidro,California,2504,US-Mexico Border,Sep 2012,Truck Containers Loaded,0
San Ysidro,California,2504,US-Mexico Border,Sep 2012,Trains,0
San Ysidro,California,2504,US-Mexico Border,Sep 2012,Buses,5824
San Ysidro,California,2504,US-Mexico Border,Sep 2012,Trucks,0
San Ysidro,California,2504,US-Mexico Border,Sep 2012,Train Passengers,0
San Ysidro,California,2504,US-Mexico Border,Aug 2012,Train Passengers,0
San Ysidro,California,2504,US-Mexico Border,Aug 2012,Truck Containers Empty,0
San Ysidro,California,2504,US-Mexico Border,Aug 2012,Truck Containers Loaded,0
San Ysidro,California,2504,US-Mexico Border,Aug 2012,Trains,0
San Ysidro,California,2504,US-Mexico Border,Aug 2012,Personal Vehicle Passengers,1735472
San Ysidro,California,2504,US-Mexico Border,Aug 2012,Rail Containers Empty,0
San Ysidro,California,2504,US-Mexico Border,Aug 2012,Rail Containers Loaded,0
San Ysidro,California,2504,US-Mexico Border,Aug 2012,Pedestrians,723115
San Ysidro,California,2504,US-Mexico Border,Aug 2012,Trucks,0
San Ysidro,California,2504,US-Mexico Border,Aug 2012,Buses,6107
San Ysidro,California,2504,US-Mexico Border,Aug 2012,Personal Vehicles,995273
San Ysidro,California,2504,US-Mexico Border,Aug 2012,Bus Passengers,54510
San Ysidro,California,2504,US-Mexico Border,Jul 2012,Train Passengers,0
San Ysidro,California,2504,US-Mexico Border,Jul 2012,Bus Passengers,56877
San Ysidro,California,2504,US-Mexico Border,Jul 2012,Trucks,0
San Ysidro,California,2504,US-Mexico Border,Jul 2012,Personal Vehicle Passengers,1775986
San Ysidro,California,2504,US-Mexico Border,Jul 2012,Personal Vehicles,986585
San Ysidro,California,2504,US-Mexico Border,Jul 2012,Pedestrians,734974
San Ysidro,California,2504,US-Mexico Border,Jul 2012,Rail Containers Loaded,0
San Ysidro,California,2504,US-Mexico Border,Jul 2012,Truck Containers Loaded,0
San Ysidro,California,2504,US-Mexico Border,Jul 2012,Buses,5944
San Ysidro,California,2504,US-Mexico Border,Jul 2012,Rail Containers Empty,0
San Ysidro,California,2504,US-Mexico Border,Jul 2012,Trains,0
San Ysidro,California,2504,US-Mexico Border,Jul 2012,Truck Containers Empty,0
San Ysidro,California,2504,US-Mexico Border,Jun 2012,Train Passengers,0
San Ysidro,California,2504,US-Mexico Border,Jun 2012,Truck Containers Empty,0
San Ysidro,California,2504,US-Mexico Border,Jun 2012,Rail Containers Empty,0
San Ysidro,California,2504,US-Mexico Border,Jun 2012,Personal Vehicles,944823
San Ysidro,California,2504,US-Mexico Border,Jun 2012,Trucks,0
San Ysidro,California,2504,US-Mexico Border,Jun 2012,Trains,0
San Ysidro,California,2504,US-Mexico Border,Jun 2012,Bus Passengers,42313
San Ysidro,California,2504,US-Mexico Border,Jun 2012,Buses,5686
San Ysidro,California,2504,US-Mexico Border,Jun 2012,Pedestrians,671448
San Ysidro,California,2504,US-Mexico Border,Jun 2012,Personal Vehicle Passengers,1616670
San Ysidro,California,2504,US-Mexico Border,Jun 2012,Rail Containers Loaded,0
San Ysidro,California,2504,US-Mexico Border,Jun 2012,Truck Containers Loaded,0
San Ysidro,California,2504,US-Mexico Border,May 2012,Train Passengers,0
San Ysidro,California,2504,US-Mexico Border,May 2012,Pedestrians,682848
San Ysidro,California,2504,US-Mexico Border,May 2012,Bus Passengers,46867
San Ysidro,California,2504,US-Mexico Border,May 2012,Truck Containers Loaded,0
San Ysidro,California,2504,US-Mexico Border,May 2012,Rail Containers Empty,0
San Ysidro,California,2504,US-Mexico Border,May 2012,Buses,5339
San Ysidro,California,2504,US-Mexico Border,May 2012,Truck Containers Empty,0
San Ysidro,California,2504,US-Mexico Border,May 2012,Personal Vehicles,975185
San Ysidro,California,2504,US-Mexico Border,May 2012,Personal Vehicle Passengers,1670706
San Ysidro,California,2504,US-Mexico Border,May 2012,Trains,0
San Ysidro,California,2504,US-Mexico Border,May 2012,Trucks,0
San Ysidro,California,2504,US-Mexico Border,May 2012,Rail Containers Loaded,0
San Ysidro,California,2504,US-Mexico Border,Apr 2012,Personal Vehicle Passengers,1630516
San Ysidro,California,2504,US-Mexico Border,Apr 2012,Truck Containers Empty,0
San Ysidro,California,2504,US-Mexico Border,Apr 2012,Train Passengers,0
San Ysidro,California,2504,US-Mexico Border,Apr 2012,Rail Containers Empty,0
San Ysidro,California,2504,US-Mexico Border,Apr 2012,Personal Vehicles,929996
San Ysidro,California,2504,US-Mexico Border,Apr 2012,Rail Containers Loaded,0
San Ysidro,California,2504,US-Mexico Border,Apr 2012,Buses,5080
San Ysidro,California,2504,US-Mexico Border,Apr 2012,Bus Passengers,42701
San Ysidro,California,2504,US-Mexico Border,Apr 2012,Pedestrians,672867
San Ysidro,California,2504,US-Mexico Border,Apr 2012,Trucks,0
San Ysidro,California,2504,US-Mexico Border,Apr 2012,Truck Containers Loaded,0
San Ysidro,California,2504,US-Mexico Border,Apr 2012,Trains,0
San Ysidro,California,2504,US-Mexico Border,Mar 2012,Truck Containers Empty,0
San Ysidro,California,2504,US-Mexico Border,Mar 2012,Rail Containers Loaded,0
San Ysidro,California,2504,US-Mexico Border,Mar 2012,Trucks,0
San Ysidro,California,2504,US-Mexico Border,Mar 2012,Pedestrians,691227
San Ysidro,California,2504,US-Mexico Border,Mar 2012,Truck Containers Loaded,0
San Ysidro,California,2504,US-Mexico Border,Mar 2012,Personal Vehicle Passengers,1635362
San Ysidro,California,2504,US-Mexico Border,Mar 2012,Buses,5012
San Ysidro,California,2504,US-Mexico Border,Mar 2012,Bus Passengers,44387
San Ysidro,California,2504,US-Mexico Border,Mar 2012,Trains,0
San Ysidro,California,2504,US-Mexico Border,Mar 2012,Rail Containers Empty,0
San Ysidro,California,2504,US-Mexico Border,Mar 2012,Personal Vehicles,964676
San Ysidro,California,2504,US-Mexico Border,Mar 2012,Train Passengers,0
San Ysidro,California,2504,US-Mexico Border,Feb 2012,Train Passengers,0
San Ysidro,California,2504,US-Mexico Border,Feb 2012,Truck Containers Loaded,0
San Ysidro,California,2504,US-Mexico Border,Feb 2012,Truck Containers Empty,0
San Ysidro,California,2504,US-Mexico Border,Feb 2012,Pedestrians,641932
San Ysidro,California,2504,US-Mexico Border,Feb 2012,Personal Vehicle Passengers,1524581
San Ysidro,California,2504,US-Mexico Border,Feb 2012,Trucks,0
San Ysidro,California,2504,US-Mexico Border,Feb 2012,Rail Containers Loaded,0
San Ysidro,California,2504,US-Mexico Border,Feb 2012,Bus Passengers,47495
San Ysidro,California,2504,US-Mexico Border,Feb 2012,Buses,5663
San Ysidro,California,2504,US-Mexico Border,Feb 2012,Personal Vehicles,901427
San Ysidro,California,2504,US-Mexico Border,Feb 2012,Trains,0
San Ysidro,California,2504,US-Mexico Border,Feb 2012,Rail Containers Empty,0
San Ysidro,California,2504,US-Mexico Border,Jan 2012,Trucks,0
San Ysidro,California,2504,US-Mexico Border,Jan 2012,Rail Containers Empty,0
San Ysidro,California,2504,US-Mexico Border,Jan 2012,Pedestrians,660718
San Ysidro,California,2504,US-Mexico Border,Jan 2012,Personal Vehicles,1004608
San Ysidro,California,2504,US-Mexico Border,Jan 2012,Bus Passengers,42609
San Ysidro,California,2504,US-Mexico Border,Jan 2012,Train Passengers,0
San Ysidro,California,2504,US-Mexico Border,Jan 2012,Personal Vehicle Passengers,1727713
San Ysidro,California,2504,US-Mexico Border,Jan 2012,Rail Containers Loaded,0
San Ysidro,California,2504,US-Mexico Border,Jan 2012,Trains,0
San Ysidro,California,2504,US-Mexico Border,Jan 2012,Buses,5669
San Ysidro,California,2504,US-Mexico Border,Jan 2012,Truck Containers Empty,0
San Ysidro,California,2504,US-Mexico Border,Jan 2012,Truck Containers Loaded,0
San Ysidro,California,2504,US-Mexico Border,Dec 2011,Truck Containers Loaded,0
San Ysidro,California,2504,US-Mexico Border,Dec 2011,Personal Vehicle Passengers,1842195
San Ysidro,California,2504,US-Mexico Border,Dec 2011,Train Passengers,0
San Ysidro,California,2504,US-Mexico Border,Dec 2011,Buses,5204
San Ysidro,California,2504,US-Mexico Border,Dec 2011,Rail Containers Empty,0
San Ysidro,California,2504,US-Mexico Border,Dec 2011,Trains,0
San Ysidro,California,2504,US-Mexico Border,Dec 2011,Truck Containers Empty,0
San Ysidro,California,2504,US-Mexico Border,Dec 2011,Pedestrians,722504
San Ysidro,California,2504,US-Mexico Border,Dec 2011,Bus Passengers,41902
San Ysidro,California,2504,US-Mexico Border,Dec 2011,Personal Vehicles,1018223
San Ysidro,California,2504,US-Mexico Border,Dec 2011,Trucks,0
San Ysidro,California,2504,US-Mexico Border,Dec 2011,Rail Containers Loaded,0
San Ysidro,California,2504,US-Mexico Border,Nov 2011,Trucks,0
San Ysidro,California,2504,US-Mexico Border,Nov 2011,Buses,5065
San Ysidro,California,2504,US-Mexico Border,Nov 2011,Personal Vehicle Passengers,1637180
San Ysidro,California,2504,US-Mexico Border,Nov 2011,Trains,0
San Ysidro,California,2504,US-Mexico Border,Nov 2011,Truck Containers Empty,0
San Ysidro,California,2504,US-Mexico Border,Nov 2011,Train Passengers,0
San Ysidro,California,2504,US-Mexico Border,Nov 2011,Truck Containers Loaded,0
San Ysidro,California,2504,US-Mexico Border,Nov 2011,Rail Containers Loaded,0
San Ysidro,California,2504,US-Mexico Border,Nov 2011,Personal Vehicles,945564
San Ysidro,California,2504,US-Mexico Border,Nov 2011,Rail Containers Empty,0
San Ysidro,California,2504,US-Mexico Border,Nov 2011,Bus Passengers,36662
San Ysidro,California,2504,US-Mexico Border,Nov 2011,Pedestrians,686989
San Ysidro,California,2504,US-Mexico Border,Oct 2011,Train Passengers,0
San Ysidro,California,2504,US-Mexico Border,Oct 2011,Truck Containers Empty,0
San Ysidro,California,2504,US-Mexico Border,Oct 2011,Trucks,0
San Ysidro,California,2504,US-Mexico Border,Oct 2011,Rail Containers Empty,0
San Ysidro,California,2504,US-Mexico Border,Oct 2011,Personal Vehicles,1042724
San Ysidro,California,2504,US-Mexico Border,Oct 2011,Buses,4770
San Ysidro,California,2504,US-Mexico Border,Oct 2011,Trains,0
San Ysidro,California,2504,US-Mexico Border,Oct 2011,Bus Passengers,35334
San Ysidro,California,2504,US-Mexico Border,Oct 2011,Rail Containers Loaded,0
San Ysidro,California,2504,US-Mexico Border,Oct 2011,Personal Vehicle Passengers,1799269
San Ysidro,California,2504,US-Mexico Border,Oct 2011,Truck Containers Loaded,0
San Ysidro,California,2504,US-Mexico Border,Oct 2011,Pedestrians,706205
San Ysidro,California,2504,US-Mexico Border,Sep 2011,Train Passengers,0
San Ysidro,California,2504,US-Mexico Border,Sep 2011,Personal Vehicle Passengers,1640460
San Ysidro,California,2504,US-Mexico Border,Sep 2011,Rail Containers Loaded,0
San Ysidro,California,2504,US-Mexico Border,Sep 2011,Pedestrians,676801
San Ysidro,California,2504,US-Mexico Border,Sep 2011,Personal Vehicles,959178
San Ysidro,California,2504,US-Mexico Border,Sep 2011,Bus Passengers,31256
San Ysidro,California,2504,US-Mexico Border,Sep 2011,Truck Containers Empty,0
San Ysidro,California,2504,US-Mexico Border,Sep 2011,Trucks,0
San Ysidro,California,2504,US-Mexico Border,Sep 2011,Trains,0
San Ysidro,California,2504,US-Mexico Border,Sep 2011,Buses,4632
San Ysidro,California,2504,US-Mexico Border,Sep 2011,Truck Containers Loaded,0
San Ysidro,California,2504,US-Mexico Border,Sep 2011,Rail Containers Empty,0
San Ysidro,California,2504,US-Mexico Border,Aug 2011,Personal Vehicles,1069549
San Ysidro,California,2504,US-Mexico Border,Aug 2011,Trains,0
San Ysidro,California,2504,US-Mexico Border,Aug 2011,Pedestrians,758826
San Ysidro,California,2504,US-Mexico Border,Aug 2011,Truck Containers Loaded,0
San Ysidro,California,2504,US-Mexico Border,Aug 2011,Train Passengers,0
San Ysidro,California,2504,US-Mexico Border,Aug 2011,Rail Containers Loaded,0
San Ysidro,California,2504,US-Mexico Border,Aug 2011,Bus Passengers,39276
San Ysidro,California,2504,US-Mexico Border,Aug 2011,Rail Containers Empty,0
San Ysidro,California,2504,US-Mexico Border,Aug 2011,Personal Vehicle Passengers,1891804
San Ysidro,California,2504,US-Mexico Border,Aug 2011,Trucks,0
San Ysidro,California,2504,US-Mexico Border,Aug 2011,Buses,5137
San Ysidro,California,2504,US-Mexico Border,Aug 2011,Truck Containers Empty,0
San Ysidro,California,2504,US-Mexico Border,Jul 2011,Personal Vehicle Passengers,1867828
San Ysidro,California,2504,US-Mexico Border,Jul 2011,Trucks,0
San Ysidro,California,2504,US-Mexico Border,Jul 2011,Train Passengers,0
San Ysidro,California,2504,US-Mexico Border,Jul 2011,Truck Containers Empty,0
San Ysidro,California,2504,US-Mexico Border,Jul 2011,Personal Vehicles,1028043
San Ysidro,California,2504,US-Mexico Border,Jul 2011,Rail Containers Empty,0
San Ysidro,California,2504,US-Mexico Border,Jul 2011,Bus Passengers,45239
San Ysidro,California,2504,US-Mexico Border,Jul 2011,Trains,0
San Ysidro,California,2504,US-Mexico Border,Jul 2011,Pedestrians,779230
San Ysidro,California,2504,US-Mexico Border,Jul 2011,Truck Containers Loaded,0
San Ysidro,California,2504,US-Mexico Border,Jul 2011,Rail Containers Loaded,0
San Ysidro,California,2504,US-Mexico Border,Jul 2011,Buses,5471
San Ysidro,California,2504,US-Mexico Border,Jun 2011,Rail Containers Loaded,0
San Ysidro,California,2504,US-Mexico Border,Jun 2011,Buses,5335
San Ysidro,California,2504,US-Mexico Border,Jun 2011,Personal Vehicle Passengers,1753341
San Ysidro,California,2504,US-Mexico Border,Jun 2011,Trains,0
San Ysidro,California,2504,US-Mexico Border,Jun 2011,Truck Containers Empty,0
San Ysidro,California,2504,US-Mexico Border,Jun 2011,Personal Vehicles,1031848
San Ysidro,California,2504,US-Mexico Border,Jun 2011,Train Passengers,0
San Ysidro,California,2504,US-Mexico Border,Jun 2011,Bus Passengers,37188
San Ysidro,California,2504,US-Mexico Border,Jun 2011,Rail Containers Empty,0
San Ysidro,California,2504,US-Mexico Border,Jun 2011,Trucks,0
San Ysidro,California,2504,US-Mexico Border,Jun 2011,Truck Containers Loaded,0
San Ysidro,California,2504,US-Mexico Border,Jun 2011,Pedestrians,711861
San Ysidro,California,2504,US-Mexico Border,May 2011,Buses,5127
San Ysidro,California,2504,US-Mexico Border,May 2011,Truck Containers Loaded,0
San Ysidro,California,2504,US-Mexico Border,May 2011,Rail Containers Empty,0
San Ysidro,California,2504,US-Mexico Border,May 2011,Bus Passengers,37569
San Ysidro,California,2504,US-Mexico Border,May 2011,Trucks,0
San Ysidro,California,2504,US-Mexico Border,May 2011,Truck Containers Empty,0
San Ysidro,California,2504,US-Mexico Border,May 2011,Personal Vehicle Passengers,1879596
San Ysidro,California,2504,US-Mexico Border,May 2011,Personal Vehicles,1083755
San Ysidro,California,2504,US-Mexico Border,May 2011,Pedestrians,736098
San Ysidro,California,2504,US-Mexico Border,May 2011,Trains,0
San Ysidro,California,2504,US-Mexico Border,May 2011,Train Passengers,0
San Ysidro,California,2504,US-Mexico Border,May 2011,Rail Containers Loaded,0
San Ysidro,California,2504,US-Mexico Border,Apr 2011,Pedestrians,692836
San Ysidro,California,2504,US-Mexico Border,Apr 2011,Personal Vehicles,1039570
San Ysidro,California,2504,US-Mexico Border,Apr 2011,Bus Passengers,40606
San Ysidro,California,2504,US-Mexico Border,Apr 2011,Trucks,0
San Ysidro,California,2504,US-Mexico Border,Apr 2011,Personal Vehicle Passengers,1811925
San Ysidro,California,2504,US-Mexico Border,Apr 2011,Truck Containers Loaded,0
San Ysidro,California,2504,US-Mexico Border,Apr 2011,Buses,5214
San Ysidro,California,2504,US-Mexico Border,Apr 2011,Truck Containers Empty,0
San Ysidro,California,2504,US-Mexico Border,Apr 2011,Trains,0
San Ysidro,California,2504,US-Mexico Border,Apr 2011,Train Passengers,0
San Ysidro,California,2504,US-Mexico Border,Apr 2011,Rail Containers Loaded,0
San Ysidro,California,2504,US-Mexico Border,Apr 2011,Rail Containers Empty,0
San Ysidro,California,2504,US-Mexico Border,Mar 2011,Trains,0
San Ysidro,California,2504,US-Mexico Border,Mar 2011,Train Passengers,0
San Ysidro,California,2504,US-Mexico Border,Mar 2011,Trucks,0
San Ysidro,California,2504,US-Mexico Border,Mar 2011,Personal Vehicle Passengers,1862245
San Ysidro,California,2504,US-Mexico Border,Mar 2011,Rail Containers Empty,0
San Ysidro,California,2504,US-Mexico Border,Mar 2011,Buses,5451
San Ysidro,California,2504,US-Mexico Border,Mar 2011,Personal Vehicles,1099736
San Ysidro,California,2504,US-Mexico Border,Mar 2011,Truck Containers Loaded,0
San Ysidro,California,2504,US-Mexico Border,Mar 2011,Pedestrians,714051
San Ysidro,California,2504,US-Mexico Border,Mar 2011,Truck Containers Empty,0
San Ysidro,California,2504,US-Mexico Border,Mar 2011,Rail Containers Loaded,0
San Ysidro,California,2504,US-Mexico Border,Mar 2011,Bus Passengers,39662
San Ysidro,California,2504,US-Mexico Border,Feb 2011,Personal Vehicles,966695
San Ysidro,California,2504,US-Mexico Border,Feb 2011,Buses,4644
San Ysidro,California,2504,US-Mexico Border,Feb 2011,Trucks,0
San Ysidro,California,2504,US-Mexico Border,Feb 2011,Trains,0
San Ysidro,California,2504,US-Mexico Border,Feb 2011,Pedestrians,612848
San Ysidro,California,2504,US-Mexico Border,Feb 2011,Truck Containers Loaded,0
San Ysidro,California,2504,US-Mexico Border,Feb 2011,Personal Vehicle Passengers,1650316
San Ysidro,California,2504,US-Mexico Border,Feb 2011,Bus Passengers,36871
San Ysidro,California,2504,US-Mexico Border,Feb 2011,Rail Containers Loaded,0
San Ysidro,California,2504,US-Mexico Border,Feb 2011,Truck Containers Empty,0
San Ysidro,California,2504,US-Mexico Border,Feb 2011,Train Passengers,0
San Ysidro,California,2504,US-Mexico Border,Feb 2011,Rail Containers Empty,0
San Ysidro,California,2504,US-Mexico Border,Jan 2011,Pedestrians,656142
San Ysidro,California,2504,US-Mexico Border,Jan 2011,Buses,4895
San Ysidro,California,2504,US-Mexico Border,Jan 2011,Trains,0
San Ysidro,California,2504,US-Mexico Border,Jan 2011,Personal Vehicles,1088126
San Ysidro,California,2504,US-Mexico Border,Jan 2011,Train Passengers,0
San Ysidro,California,2504,US-Mexico Border,Jan 2011,Rail Containers Loaded,0
San Ysidro,California,2504,US-Mexico Border,Jan 2011,Trucks,0
San Ysidro,California,2504,US-Mexico Border,Jan 2011,Truck Containers Loaded,0
San Ysidro,California,2504,US-Mexico Border,Jan 2011,Personal Vehicle Passengers,1886747
San Ysidro,California,2504,US-Mexico Border,Jan 2011,Bus Passengers,45816
San Ysidro,California,2504,US-Mexico Border,Jan 2011,Rail Containers Empty,0
San Ysidro,California,2504,US-Mexico Border,Jan 2011,Truck Containers Empty,0
San Ysidro,California,2504,US-Mexico Border,Dec 2010,Buses,5508
San Ysidro,California,2504,US-Mexico Border,Dec 2010,Trucks,0
San Ysidro,California,2504,US-Mexico Border,Dec 2010,Truck Containers Empty,0
San Ysidro,California,2504,US-Mexico Border,Dec 2010,Trains,0
San Ysidro,California,2504,US-Mexico Border,Dec 2010,Rail Containers Loaded,0
San Ysidro,California,2504,US-Mexico Border,Dec 2010,Personal Vehicle Passengers,1979149
San Ysidro,California,2504,US-Mexico Border,Dec 2010,Pedestrians,626266
San Ysidro,California,2504,US-Mexico Border,Dec 2010,Personal Vehicles,1105611
San Ysidro,California,2504,US-Mexico Border,Dec 2010,Bus Passengers,46878
San Ysidro,California,2504,US-Mexico Border,Dec 2010,Rail Containers Empty,0
San Ysidro,California,2504,US-Mexico Border,Dec 2010,Truck Containers Loaded,0
San Ysidro,California,2504,US-Mexico Border,Dec 2010,Train Passengers,0
San Ysidro,California,2504,US-Mexico Border,Nov 2010,Trains,0
San Ysidro,California,2504,US-Mexico Border,Nov 2010,Personal Vehicles,1082804
San Ysidro,California,2504,US-Mexico Border,Nov 2010,Personal Vehicle Passengers,1870535
San Ysidro,California,2504,US-Mexico Border,Nov 2010,Pedestrians,599321
San Ysidro,California,2504,US-Mexico Border,Nov 2010,Truck Containers Loaded,0
San Ysidro,California,2504,US-Mexico Border,Nov 2010,Bus Passengers,42997
San Ysidro,California,2504,US-Mexico Border,Nov 2010,Train Passengers,0
San Ysidro,California,2504,US-Mexico Border,Nov 2010,Buses,5551
San Ysidro,California,2504,US-Mexico Border,Nov 2010,Rail Containers Loaded,0
San Ysidro,California,2504,US-Mexico Border,Nov 2010,Truck Containers Empty,0
San Ysidro,California,2504,US-Mexico Border,Nov 2010,Rail Containers Empty,0
San Ysidro,California,2504,US-Mexico Border,Nov 2010,Trucks,0
San Ysidro,California,2504,US-Mexico Border,Oct 2010,Pedestrians,571466
San Ysidro,California,2504,US-Mexico Border,Oct 2010,Train Passengers,0
San Ysidro,California,2504,US-Mexico Border,Oct 2010,Bus Passengers,55078
San Ysidro,California,2504,US-Mexico Border,Oct 2010,Personal Vehicle Passengers,1899721
San Ysidro,California,2504,US-Mexico Border,Oct 2010,Trains,0
San Ysidro,California,2504,US-Mexico Border,Oct 2010,Personal Vehicles,1117483
San Ysidro,California,2504,US-Mexico Border,Oct 2010,Buses,5977
San Ysidro,California,2504,US-Mexico Border,Oct 2010,Truck Containers Loaded,0
San Ysidro,California,2504,US-Mexico Border,Oct 2010,Rail Containers Empty,0
San Ysidro,California,2504,US-Mexico Border,Oct 2010,Truck Containers Empty,0
San Ysidro,California,2504,US-Mexico Border,Oct 2010,Rail Containers Loaded,0
San Ysidro,California,2504,US-Mexico Border,Oct 2010,Trucks,0
San Ysidro,California,2504,US-Mexico Border,Sep 2010,Bus Passengers,45685
San Ysidro,California,2504,US-Mexico Border,Sep 2010,Pedestrians,493384
San Ysidro,California,2504,US-Mexico Border,Sep 2010,Trucks,0
San Ysidro,California,2504,US-Mexico Border,Sep 2010,Personal Vehicle Passengers,1870938
San Ysidro,California,2504,US-Mexico Border,Sep 2010,Personal Vehicles,1100552
San Ysidro,California,2504,US-Mexico Border,Sep 2010,Train Passengers,0
San Ysidro,California,2504,US-Mexico Border,Sep 2010,Rail Containers Empty,0
San Ysidro,California,2504,US-Mexico Border,Sep 2010,Trains,0
San Ysidro,California,2504,US-Mexico Border,Sep 2010,Truck Containers Empty,0
San Ysidro,California,2504,US-Mexico Border,Sep 2010,Truck Containers Loaded,0
San Ysidro,California,2504,US-Mexico Border,Sep 2010,Rail Containers Loaded,0
San Ysidro,California,2504,US-Mexico Border,Sep 2010,Buses,5789
San Ysidro,California,2504,US-Mexico Border,Aug 2010,Personal Vehicles,1160440
San Ysidro,California,2504,US-Mexico Border,Aug 2010,Bus Passengers,56340
San Ysidro,California,2504,US-Mexico Border,Aug 2010,Trucks,0
San Ysidro,California,2504,US-Mexico Border,Aug 2010,Rail Containers Loaded,0
San Ysidro,California,2504,US-Mexico Border,Aug 2010,Truck Containers Empty,0
